x_pixels,x_angle_deg,x_mm,profile,profile_norm,smoothed,smoothed_norm,gradient
244,-2.2734566707471204,-17.865063788447547,40496.46,0.97005033,40159.35888081906,0.9619753998430176,4.679209325910051
245,-2.2712978546573,-17.848081788648642,40593.527,0.97237545,40164.03490794535,0.962087409177575,4.672844926673861
246,-2.2691390321151133,-17.831099788849738,40463.586,0.96926284,40168.70457067241,0.9621992660596114,4.666480527434032
247,-2.2669802031266615,-17.814117789050833,40294.67,0.9652167,40173.36786900022,0.9623109704891267,4.660116128194204
248,-2.2648213676980458,-17.79713578925193,40364.97,0.9669006,40178.0248029288,0.9624225224661213,4.653751728954376
249,-2.2626625258353656,-17.780153789453024,40418.54,0.9681838,40182.67537245813,0.9625339219905945,4.647387329714547
250,-2.2605036775447243,-17.76317178965412,40456.797,0.96910024,40187.31957758823,0.9626451690625469,4.641022930474719
251,-2.258344822832222,-17.74618978985521,40167.21,0.9621635,40191.95741831908,0.9627562636819782,4.634658531234891
252,-2.2561859617039595,-17.729207790056307,39908.223,0.95595974,40196.5888946507,0.9628672058488887,4.628294131995062
253,-2.2540270941660383,-17.712225790257403,40008.37,0.95835865,40201.21400658307,0.9629779955632779,4.621929732755234
254,-2.251868220224561,-17.6952437904585,40298.203,0.9653013,40205.83275411621,0.9630886328251463,4.615565333519044
255,-2.2497093398856283,-17.678261790659594,40336.01,0.96620697,40210.445137250106,0.9631991176344938,4.609200934275577
256,-2.2475504531553416,-17.66127979086069,40277.277,0.96480006,40215.05115598476,0.9633094499913201,4.602836535035749
257,-2.2453915600398036,-17.644297791061785,40451.29,0.96896833,40219.65081032018,0.9634196298956255,4.596472135799559
258,-2.243232660545116,-17.62731579126288,40316.43,0.9657379,40224.24410025636,0.9635296573474098,4.59010773655973
259,-2.2410737546773802,-17.610333791463976,39884.695,0.9553962,40228.8310257933,0.9636395323466732,4.583743337316264
260,-2.2389148424427,-17.59335179166507,39900.76,0.955781,40233.41158693099,0.9637492548934155,4.577378938076436
261,-2.2367559238471753,-17.576369791866167,40097.88,0.96050274,40237.98578366945,0.9638588249876368,4.571014538840245
262,-2.2345969988969108,-17.559387792067263,39710.51,0.9512238,40242.55361600867,0.9639682426293371,4.564650139600417
263,-2.232438067598008,-17.542405792268358,39839.8,0.9543207,40247.11508394865,0.9640775078185164,4.5582857403605885
264,-2.230279129956568,-17.525423792469454,40168.17,0.9621865,40251.67018748939,0.9641866205551748,4.55192134112076
265,-2.2281201859786965,-17.50844179267055,40166.348,0.9621428,40256.21892663089,0.9642955808393121,4.545556941880932
266,-2.225961235670494,-17.491459792871645,40504.395,0.9702404,40260.76130137315,0.9644043886709285,4.5391925426411035
267,-2.2238022790380647,-17.47447779307274,40279.47,0.9648525,40265.297311716175,0.9645130440500237,4.532828143401275
268,-2.2216433160875106,-17.457495793273836,40058.76,0.9595657,40269.826957659956,0.9646215469765981,4.526463744165085
269,-2.219484346824936,-17.44051379347493,40143.473,0.9615949,40274.350239204505,0.9647298974506515,4.5200993449252564
270,-2.217325371256443,-17.423531793676027,40191.438,0.9627438,40278.86715634981,0.9648380954721838,4.51373494568179
271,-2.2151663893881355,-17.406549793877122,40497.305,0.97007054,40283.37770909587,0.964946141041195,4.507370546441962
272,-2.2130074012261174,-17.389567794078218,40306.855,0.9655086,40287.88189744269,0.9650540341576853,4.501006147202133
273,-2.210848406776491,-17.372585794279313,40331.89,0.96610826,40292.37972139027,0.9651617748216546,4.494641747965943
274,-2.2086894060453615,-17.35560379448041,40227.258,0.9636019,40296.87118093862,0.965269363033103,4.488277348726115
275,-2.2065303990388316,-17.338621794681504,40383.46,0.96734357,40301.356276087725,0.9653767987920302,4.481912949482648
276,-2.2043713857630056,-17.3216397948826,40136.613,0.96143055,40305.83500683759,0.9654840820984364,4.475548550246458
277,-2.2022123662239874,-17.304657795083696,40077.01,0.9600029,40310.30737318822,0.9655912129523219,4.46918415100663
278,-2.200053340427881,-17.28767579528479,40404.297,0.96784264,40314.7733751396,0.9656981913536861,4.462819751766801
279,-2.197894308380791,-17.270693795485887,40371.098,0.9670474,40319.23301269175,0.9658050173025294,4.456455352526973
280,-2.195735270088821,-17.253711795686982,40175.008,0.9623503,40323.686285844655,0.9659116907988516,4.450090953287145
281,-2.193576225558076,-17.236729795888078,40078.965,0.9600497,40328.133194598326,0.9660182118426529,4.443726554047316
282,-2.191417174794661,-17.219747796089173,40402.035,0.96778846,40332.57373895275,0.9661245804339331,4.437362154807488
283,-2.189258117804679,-17.20276579629027,40541.984,0.9711408,40337.00791890794,0.9662307965726924,4.430997755571298
284,-2.1870990545942366,-17.185783796491364,40744.613,0.9759946,40341.43573446389,0.9663368602589307,4.424633356327831
285,-2.1849399851694375,-17.16880179669246,40533.188,0.9709301,40345.857185620596,0.9664427714926479,4.418268957088003
286,-2.182780909536387,-17.151819796893555,40381.875,0.96730554,40350.27227237807,0.9665485302738442,4.411904557851813
287,-2.1806218277011897,-17.13483779709465,40680.95,0.9744696,40354.6809947363,0.9666541366025195,4.405540158611984
288,-2.178462739669951,-17.117855797295746,40462.1,0.9692273,40359.08335269529,0.9667595904786738,4.399175759368518
289,-2.176303645448777,-17.100873797496842,40419.887,0.9682161,40363.47934625504,0.966864891902307,4.39281136012869
290,-2.174144545043772,-17.083891797697937,40414.73,0.96809256,40367.86897541555,0.9669700408734192,4.386446960892499
291,-2.171985438461042,-17.066909797899033,40646.72,0.9736496,40372.25224017682,0.9670750373920104,4.380082561652671
292,-2.1698263257066923,-17.04992779810013,40727.82,0.9755923,40376.629140538855,0.9671798814580806,4.3737181624128425
293,-2.167667206786829,-17.032945798301224,40240.4,0.96391666,40380.99967650165,0.96728457307163,4.367353763173014
294,-2.1655080817075576,-17.01596379850232,40389.016,0.9674766,40385.3638480652,0.9673891122326581,4.360989363933186
295,-2.1633489504749837,-16.998981798703415,40319.434,0.9658098,40389.721655229514,0.9674934989411654,4.3546249646933575
296,-2.161189813095214,-16.98199979890451,40476.223,0.9695656,40394.07309799459,0.9675977331971516,4.348260565453529
297,-2.159030669574354,-16.965017799105606,40407.51,0.96791965,40398.41817636042,0.9677018150006168,4.341896166213701
298,-2.15687151991851,-16.9480357993067,40640.562,0.97350216,40402.756890327015,0.967805744351561,4.335531766973872
299,-2.1547123641337884,-16.931053799507797,40435.312,0.9685856,40407.08923989437,0.9679095212499842,4.329167367734044
300,-2.152553202226296,-16.914071799708893,39950.152,0.9569641,40411.41522506248,0.9680131456958864,4.322802968497854
301,-2.150394034202139,-16.89708979990999,40197.258,0.96288323,40415.734845831365,0.9681166176892677,4.316438569258025
302,-2.1482348600674235,-16.880107800111084,40412.215,0.9680323,40420.048102201,0.9682199372301279,4.310074170014559
303,-2.146075679828257,-16.86312580031218,40237.13,0.96383834,40424.35499417139,0.968323104318467,4.303709770774731
304,-2.143916493490746,-16.846143800513275,40570.97,0.97183514,40428.65552174255,0.9684261189542851,4.29734537153854
305,-2.1417573010609976,-16.82916180071437,40304.23,0.9654457,40432.94968491447,0.9685289811375825,4.290980972298712
306,-2.1395981025451185,-16.812179800915466,40344.137,0.9664016,40437.237483687146,0.9686316908683585,4.284616573055246
307,-2.1374388979492167,-16.79519780111656,40352.04,0.9665909,40441.51891806058,0.9687342481466137,4.278252173819055
308,-2.1352796872793984,-16.778215801317657,40345.89,0.9664436,40445.793988034784,0.968836652972348,4.271887774579227
309,-2.1331204705417712,-16.761233801518753,40487.996,0.96984756,40450.06269360974,0.968938905345561,4.265523375339399
310,-2.130961247742443,-16.744251801719848,40241.035,0.9639319,40454.32503478546,0.9690410052662534,4.25915897609957
311,-2.128802018887521,-16.727269801920944,40357.254,0.9667158,40458.58101156194,0.9691429527344244,4.252794576859742
312,-2.1266427839831135,-16.71028780212204,40435.664,0.968594,40462.83062393918,0.9692447477500746,4.246430177623552
313,-2.124483543035327,-16.693305802323135,40254.89,0.9642638,40467.073871917186,0.9693463903132039,4.240065778380085
314,-2.1223242960502704,-16.67632380252423,40057.02,0.959524,40471.31075549594,0.9694478804238119,4.233701379140257
315,-2.1201650430340515,-16.659341802725326,40284.938,0.9649835,40475.54127467547,0.9695492180818991,4.2273369799040665
316,-2.1180057839927784,-16.64235980292642,40299.582,0.9653343,40479.76542945575,0.9696504032874653,4.2209725806606
317,-2.115846518932558,-16.625377803127517,40594.15,0.97239035,40483.98321983679,0.9697514360405104,4.214608181420772
318,-2.113687247859501,-16.608395803328612,40504.21,0.970236,40488.19464581859,0.9698523163410345,4.2082437821845815
319,-2.111527970779714,-16.591413803529708,40497.05,0.97006446,40492.39970740116,0.9699530441890377,4.201879382944753
320,-2.109368687699306,-16.574431803730803,40253.723,0.9642358,40496.59840458448,0.9700536195845199,4.195514983704925
321,-2.107209398624385,-16.5574498039319,40182.535,0.9625306,40500.79073736857,0.970154042527481,4.1891505844650965
322,-2.105050103561061,-16.540467804132994,40355.465,0.96667296,40504.97670575341,0.9702543130179212,4.182786185225268
323,-2.1028908025154416,-16.52348580433409,40371.887,0.9670663,40509.15630973902,0.9703544310558403,4.17642178598544
324,-2.100731495493636,-16.506503804535186,40466.598,0.969335,40513.32954932538,0.9704543966412384,4.1700573867419735
325,-2.0985721825017536,-16.48952180473628,40309.438,0.9655704,40517.4964245125,0.9705542097741154,4.163692987505783
326,-2.096412863545903,-16.472539804937377,40186.637,0.96262884,40521.656935300394,0.9706538704544717,4.157328588269593
327,-2.094253538632194,-16.455557805138472,40245.81,0.96404624,40525.81108168904,0.9707533786823068,4.150964189026126
328,-2.092094207766735,-16.438575805339568,40584.75,0.9721652,40529.95886367845,0.9708527344576209,4.144599789786298
329,-2.089934870955636,-16.421593805540663,40163.055,0.96206397,40534.10028126861,0.970951937780414,4.13823539054647
330,-2.0877755282050066,-16.40461180574176,40088.973,0.9602894,40538.23533445954,0.9710509886506861,4.131870991306641
331,-2.085616179520956,-16.387629805942854,40211.242,0.9632182,40542.364023251226,0.9711498870684371,4.125506592066813
332,-2.0834568249095935,-16.37064780614395,40239.09,0.9638853,40546.48634764367,0.9712486330336672,4.119142192830623
333,-2.08129746437703,-16.353665806345045,40307.527,0.9655247,40550.60230763689,0.9713472265463764,4.112777793590794
334,-2.079138097929375,-16.336683806546137,40668.887,0.97418064,40554.711903230855,0.9714456676065645,4.106413394347328
335,-2.0769787255727383,-16.319701806747233,40392.363,0.9675568,40558.81513442558,0.9715439562142315,4.100048995111138
336,-2.07481934731323,-16.30271980694833,40141.113,0.9615384,40562.91200122108,0.9716420923693777,4.093684595871309
337,-2.07265996315696,-16.285737807149424,40385.977,0.9674038,40567.002503617325,0.9717400760720026,4.087320196631481
338,-2.07050057311004,-16.26875580735052,40414.348,0.96808344,40571.08664161434,0.9718379073221068,4.080955797391653
339,-2.0683411771785782,-16.251773807551615,40385.86,0.967401,40575.16441521211,0.9719355861196899,4.074591398151824
340,-2.0661817753686873,-16.23479180775271,40684.508,0.97455484,40579.23582441064,0.972033112464752,4.068226998911996
341,-2.064022367686477,-16.217809807953806,40571.38,0.9718449,40583.30086920993,0.9721304863572929,4.061862599672168
342,-2.061862954138057,-16.2008278081549,40631.21,0.97327816,40587.35954960999,0.9722277077973132,4.055498200432339
343,-2.059703534729539,-16.183845808355997,40590.375,0.9723,40591.4118656108,0.9723247767848121,4.049133801192511
344,-2.057544109467035,-16.166863808557093,40393.707,0.96758896,40595.45781721237,0.9724216933197902,4.0427694019563205
345,-2.055384678356654,-16.149881808758188,40568.465,0.9717751,40599.49740441471,0.9725184574022473,4.036405002712854
346,-2.0532252414045082,-16.132899808959284,40955.973,0.98105747,40603.5306272178,0.9726150690321832,4.030040603473026
347,-2.0510657986167087,-16.11591780916038,40905.92,0.9798586,40607.557485621655,0.9727115282095983,4.0236762042368355
348,-2.048906349999367,-16.098935809361475,40759.953,0.97636205,40611.57797962627,0.9728078349344924,4.017311804997007
349,-2.046746895558594,-16.08195380956257,40747.684,0.97606814,40615.59210923165,0.9729039892068655,4.010947405753541
350,-2.044587435300502,-16.064971809763666,40657.957,0.9739188,40619.59987443778,0.9729999910267174,4.0045830065137125
351,-2.042427969231201,-16.04798980996476,40623.027,0.9730821,40623.60127524468,0.9730958403940484,3.998218607277522
352,-2.040268497356804,-16.031007810165857,40595.066,0.97241235,40627.596311652334,0.9731915373088584,3.9918542080376938
353,-2.0381090196834233,-16.014025810366952,40588.05,0.97224426,40631.58498366075,0.9732870817711475,3.9854898087978654
354,-2.035949536217169,-15.99704381056805,40321.695,0.965864,40635.56729126993,0.9733824737809156,3.979125409558037
355,-2.0337900469641546,-15.980061810769143,40329.49,0.9660507,40639.54323447987,0.9734777133381626,3.9727610103182087
356,-2.0316305519304922,-15.963079810970239,40273.83,0.9647174,40643.51281329057,0.9735728004428885,3.9663966110783804
357,-2.0294710511222926,-15.946097811171335,40358.516,0.96674603,40647.476027702025,0.9736677350950935,3.960032211838552
358,-2.0273115445456695,-15.92911581137243,40421.63,0.96825784,40651.432877714244,0.9737625172947776,3.9536678126023617
359,-2.025152032206735,-15.912133811573526,40245.945,0.9640495,40655.38336332723,0.9738571470419407,3.9473034133625333
360,-2.022992514111601,-15.895151811774621,40257.97,0.9643375,40659.32748454097,0.9739516243365827,3.940939014119067
361,-2.020832990266381,-15.878169811975717,40539.457,0.9710803,40663.26524135547,0.9740459491787037,3.9345746148792387
362,-2.018673460677186,-15.861187812176812,40416.38,0.9681321,40667.19663377073,0.9741401215683037,3.9282102156394103
363,-2.016513925350131,-15.844205812377908,40796.887,0.97724676,40671.12166178675,0.9742341415053826,3.92184581640322
364,-2.0143543842913276,-15.827223812579003,40660.047,0.97396886,40675.040325403534,0.9743280089899407,3.9154814171633916
365,-2.0121948375068888,-15.810241812780099,40528.62,0.9708207,40678.95262462107,0.9744217240219776,3.9091170179199253
366,-2.0100352850029277,-15.793259812981194,40721.176,0.9754332,40682.85855943937,0.9745152866014936,3.902752618683735
367,-2.007875726785558,-15.77627781318229,40594.93,0.97240907,40686.75812985844,0.9746086967284886,3.8963882194439066
368,-2.0057161628608924,-15.759295813383385,40433.027,0.9685309,40690.65133587826,0.9747019544029625,3.890023820204078
369,-2.0035565932350443,-15.742313813584481,40720.75,0.975423,40694.53817749885,0.9747950596249155,3.88365942096425
370,-2.0013970179141274,-15.725331813785576,40713.93,0.9752596,40698.41865472019,0.9748880123943474,3.8772950217244215
371,-1.9992374369042556,-15.708349813986672,40684.92,0.97456473,40702.2927675423,0.9749808127112585,3.870930622484593
372,-1.997077850211542,-15.691367814187767,40828.445,0.97800267,40706.16051596516,0.9750734605756484,3.864566223244765
373,-1.9949182578421,-15.674385814388863,40877.754,0.97918385,40710.02189998879,0.9751659559875173,3.8582018240085745
374,-1.9927586598020441,-15.657403814589959,40858.645,0.9787261,40713.876919613176,0.9752582989468653,3.851837424765108
375,-1.9905990560974884,-15.640421814791054,40625.88,0.97315043,40717.72557483832,0.9753504894536922,3.84547302552528
376,-1.9884394467345465,-15.62343981499215,40702.88,0.9749949,40721.56786566423,0.9754425275079982,3.8391086262890894
377,-1.9862798317193324,-15.606457815193245,40998.62,0.9820791,40725.403792090896,0.9755344131097832,3.832744227045623
378,-1.9841202110579612,-15.58947581539434,41290.605,0.9890733,40729.23335411832,0.975626146259047,3.8263798278057948
379,-1.981960584756546,-15.572493815595436,41080.656,0.98404413,40733.05655174651,0.97571772695579,3.8200154285696044
380,-1.9798009528212024,-15.555511815796532,41004.285,0.98221475,40736.87338497546,0.975809155200012,3.813651029329776
381,-1.9776413152580439,-15.538529815997627,40897.23,0.9796504,40740.68385380517,0.9759004309917129,3.8072866300899477
382,-1.9754816720731858,-15.521547816198723,40948.367,0.9808753,40744.48795823564,0.9759915543308929,3.8009222308501194
383,-1.9733220232727426,-15.504565816399818,41036.195,0.9829791,40748.28569826687,0.9760825252175518,3.794557831610291
384,-1.9711623688628288,-15.487583816600914,41173.29,0.98626304,40752.07707389886,0.9761733436516897,3.7881934323704627
385,-1.96900270884956,-15.47060181680201,41171.93,0.9862305,40755.86208513161,0.9762640096333066,3.7818290331306343
386,-1.966843043239051,-15.453619817003105,41401.49,0.9917293,40759.64073196512,0.9763545231624026,3.775464633890806
387,-1.9646833720374166,-15.4366378172042,40829.746,0.97803384,40763.41301439939,0.9764448842389775,3.7691002346509777
388,-1.9625236952507714,-15.419655817405296,40919.723,0.98018914,40767.17893243442,0.9765350928630313,3.7627358354111493
389,-1.9603640128852322,-15.402673817606392,40909.008,0.9799325,40770.93848607021,0.9766251490345642,3.756371436171321
390,-1.9582043249469137,-15.385691817807487,41113.906,0.98484063,40774.69167530676,0.9767150527535761,3.7500070369314926
391,-1.956044631441931,-15.368709818008583,41210.96,0.98716545,40778.438500144075,0.976804804020067,3.7436426376953023
392,-1.9538849323763996,-15.351727818209678,41248.254,0.98805875,40782.178960582154,0.976894402834037,3.737278238455474
393,-1.9517252277564359,-15.334745818410774,40940.473,0.9806862,40785.913056620986,0.9769838491954859,3.7309138392120076
394,-1.9495655175881552,-15.31776381861187,41064.887,0.9836664,40789.64078826058,0.9770731431044136,3.7245494399758172
395,-1.9474058018776736,-15.300781818812965,41078.797,0.9839996,40793.36215550094,0.9771622845608207,3.718185040735989
396,-1.9452460806311065,-15.28379981901406,41226.996,0.98754954,40797.07715834205,0.9772512735647064,3.7118206414925226
397,-1.9430863538545704,-15.266817819215154,40944.145,0.98077416,40800.78579678392,0.9773401101160712,3.705456242256332
398,-1.9409266215541816,-15.24983581941625,40740.953,0.9759069,40804.48807082656,0.9774287942149152,3.699091843016504
399,-1.9387668837360557,-15.232853819617345,40934.625,0.9805461,40808.183980469956,0.9775173258612381,3.6927274437766755
400,-1.9366071404063099,-15.21587181981844,41411.996,0.991981,40811.873525714116,0.97760570505504,3.686363044536847
401,-1.9344473915710596,-15.198889820019536,41151.156,0.9857329,40815.55670655903,0.9776939317963208,3.679998645297019
402,-1.9322876372364222,-15.181907820220632,40751.21,0.9761526,40819.23352300471,0.9777820060850807,3.6736342460571905
403,-1.9301278774085135,-15.164925820421727,41009.445,0.98233837,40822.903975051144,0.9778699279213194,3.667269846817362
404,-1.927968112093451,-15.147943820622823,40880.156,0.9792414,40826.568062698345,0.9779576973050373,3.6609054475811718
405,-1.9258083412973515,-15.130961820823918,40744.17,0.97598404,40830.225785946306,0.9780453142362343,3.6545410483413434
406,-1.9236485650263313,-15.113979821025014,40781.98,0.97688967,40833.87714479503,0.9781327787149101,3.648176649097877
407,-1.9214887832865073,-15.09699782122611,40666.164,0.97411543,40837.5221392445,0.9782200907410649,3.6418122498580487
408,-1.919328996083997,-15.080015821427205,40502.863,0.9702037,40841.160769294744,0.9783072503146988,3.6354478506218584
409,-1.9171692034249177,-15.0630338216283,40723.906,0.97549856,40844.793034945746,0.9783942574358117,3.62908345138203
410,-1.9150094053153863,-15.046051821829396,40642.5,0.9735486,40848.41893619751,0.9784811121044035,3.6227190521385637
411,-1.9128496017615202,-15.029069822030491,40689.973,0.9746857,40852.03847305002,0.9785678143204741,3.6163546528987354
412,-1.9106897927694368,-15.012087822231587,40765.03,0.9764837,40855.651645503305,0.978654364084024,3.609990253662545
413,-1.908529978345254,-14.995105822432683,41062.37,0.98360616,40859.25845355735,0.9787407613950528,3.6036258544227167
414,-1.9063701584950887,-14.978123822633778,41245.74,0.9879985,40862.85889721215,0.9788270062535607,3.5972614551828883
415,-1.9042103332250597,-14.961141822834874,41140.02,0.9854661,40866.45297646771,0.9789130986595475,3.59089705594306
416,-1.9020505025412842,-14.94415982303597,41670.82,0.9981809,40870.04069132404,0.9789990386130133,3.5845326567032316
417,-1.89989066644988,-14.927177823237065,41044.11,0.9831687,40873.62204178112,0.9790848261139581,3.5781682574634033
418,-1.8977308249569647,-14.91019582343816,40882.547,0.97929865,40877.19702783896,0.9791704611623818,3.571803858227213
419,-1.8955709780686578,-14.893213823639256,41080.79,0.9840473,40880.765649497574,0.9792559437582848,3.5654394589873846
420,-1.8934111257910762,-14.876231823840351,40813.562,0.9776462,40884.32790675694,0.9793412739016666,3.5590750597439182
421,-1.8912512681303386,-14.859249824041447,41104.633,0.9846185,40887.88379961706,0.9794264515925274,3.55271066050409
422,-1.8890914050925631,-14.842267824242542,41141.07,0.9854913,40891.43332807795,0.9795114768308671,3.5463462612678995
423,-1.8869315366838688,-14.825285824443638,40973.723,0.9814827,40894.9764921396,0.9795963496166861,3.539981862028071
424,-1.8847716629103737,-14.808303824644733,41041.008,0.9830944,40898.513291802,0.9796810699499837,3.533617462784605
425,-1.8826117837781964,-14.791321824845829,40730.152,0.97564816,40902.04372706517,0.9797656378307604,3.5272530635484145
426,-1.8804518992934562,-14.774339825046924,40580.54,0.9720644,40905.5677979291,0.9798500532590164,3.520888664308586
427,-1.878292009462272,-14.75735782524802,40965.92,0.9812958,40909.085504393785,0.979934316234751,3.51452426506512
428,-1.8761321142907614,-14.740375825449116,40829.887,0.97803724,40912.59684645923,0.9800184267579648,3.5081598658289295
429,-1.8739722137850443,-14.723393825650211,40753.133,0.9761987,40916.10182412544,0.9801023848286576,3.501795466589101
430,-1.87181230795124,-14.706411825851307,40779.457,0.97682923,40919.60043739241,0.9801861904468293,3.495431067349273
431,-1.869652396795468,-14.689429826052402,40733.902,0.975738,40923.09268626014,0.9802698436124802,3.4890666681094444
432,-1.8674924803238464,-14.672447826253498,41025.652,0.9827266,40926.57857072863,0.9803533443256098,3.482702268869616
433,-1.8653325585424954,-14.655465826454593,40811.598,0.97759914,40930.05809079788,0.9804366925862186,3.4763378696334257
434,-1.8631726314575343,-14.638483826655689,40725.805,0.97554404,40933.531246467894,0.9805198883943065,3.4699734703899594
435,-1.8610126990750828,-14.621501826856784,40647.914,0.97367823,40936.99803773866,0.9806029317498731,3.463609071150131
436,-1.85885276140126,-14.60451982705788,40593.527,0.97237545,40940.458464610194,0.9806858226529188,3.4572446719139407
437,-1.856692818442186,-14.587537827258975,40764.047,0.9764601,40943.91252708249,0.9807685611034437,3.4508802726741123
438,-1.8545328702039812,-14.57055582746007,41067.234,0.9837226,40947.36022515554,0.9808511471014474,3.444515873430646
439,-1.8523729166927645,-14.553573827661165,41198.82,0.98687464,40950.80155882935,0.98093358064693,3.4381514741908177
440,-1.850212957914656,-14.53659182786226,40953.598,0.9810006,40954.236528103924,0.9810158617398917,3.4317870749546273
441,-1.8480529938757766,-14.519609828063356,41190.305,0.9866707,40957.66513297926,0.9810979903803325,3.425422675714799
442,-1.8458930245822462,-14.502627828264451,41441.69,0.99269235,40961.08737345535,0.9811799665682522,3.4190582764749706
443,-1.8437330500401847,-14.485645828465547,41236.08,0.9877671,40964.50324953221,0.981261790303651,3.4126938772351423
444,-1.8415730702557118,-14.468663828666642,41273.94,0.9886741,40967.912761209824,0.9813434615865287,3.406329477995314
445,-1.83941308523495,-14.451681828867738,40894.246,0.97957885,40971.3159084882,0.9814249804168854,3.3999650787554856
446,-1.8372530949840178,-14.434699829068833,40715.055,0.97528654,40974.712691367335,0.9815063467947212,3.3936006795156572
447,-1.835093099509037,-14.417717829269929,40736.71,0.9758053,40978.10310984723,0.9815875607200358,3.387236280275829
448,-1.8329330988161276,-14.400735829471024,41078.562,0.983994,40981.487163927886,0.9816686221928296,3.3808718810360006
449,-1.8307730929114112,-14.38375382967212,41140.113,0.9854684,40984.8648536093,0.9817495312131022,3.374507481796172
450,-1.828613081801008,-14.366771829873215,41089.176,0.9842482,40988.23617889148,0.9818302877808539,3.368143082559982
451,-1.8264530654910394,-14.349789830074311,40765.973,0.97650623,40991.60113977442,0.9819108918960847,3.3617786833201535
452,-1.824293043987626,-14.332807830275407,40944.184,0.98077506,40994.95973625812,0.9819913435587944,3.355414284076687
453,-1.8221330172968897,-14.315825830476502,40897.863,0.9796655,40998.311968342576,0.982071642768983,3.349049884836859
454,-1.8199729854249511,-14.298843830677598,40828.883,0.97801316,41001.65783602779,0.9821517895266506,3.3426854856006685
455,-1.817812948377931,-14.281861830878693,40939.797,0.98067,41004.99733931378,0.9822317838317974,3.33632108636084
456,-1.8156529061619524,-14.264879831079789,40785.31,0.9769694,41008.330478200514,0.982311625684423,3.329956687121012
457,-1.813492858783136,-14.247897831280884,40824.953,0.97791904,41011.65725268802,0.9823913150845278,3.3235922878811834
458,-1.8113328062476037,-14.23091583148198,41050.547,0.9833229,41014.97766277628,0.9824708520321114,3.317227888637717
459,-1.809172748561476,-14.213933831683075,40914.562,0.9800655,41018.291708465295,0.982550236527174,3.3108634894015267
460,-1.807012685730876,-14.19695183188417,41262.375,0.988397,41021.59938975508,0.9826294685697158,3.3044990901653364
461,-1.804852617761925,-14.179969832085266,41511.953,0.9943754,41024.900706645625,0.9827085481597365,3.29813469092187
462,-1.8026925446607451,-14.162987832286362,41296.105,0.989205,41028.19565913692,0.982787475297236,3.2917702916820417
463,-1.800532466433458,-14.146005832487457,41344.45,0.990363,41031.48424722899,0.9828662499822147,3.2854058924422134
464,-1.7983723830861866,-14.129023832688553,41561.773,0.9955688,41034.76647092181,0.9829448722146723,3.279041493202385
465,-1.7962122946250525,-14.112041832889648,41528.734,0.9947774,41038.042330215394,0.983023341994609,3.2726770939661947
466,-1.7940522010561784,-14.095059833090744,41476.58,0.993528,41041.31182510974,0.9831016593220246,3.2663126947227283
467,-1.7918921023856857,-14.07807783329184,41301.133,0.9893254,41044.57495560484,0.9831798241969192,3.2599482954829
468,-1.789731998619698,-14.061095833492935,40932.113,0.980486,41047.831721700706,0.9832578366192929,3.2535838962467096
469,-1.7875718897643376,-14.04411383369403,41211.414,0.9871763,41051.08212339733,0.9833356965891455,3.2472194970068813
470,-1.7854117758257264,-14.027131833895126,41384.402,0.9913201,41054.32616069472,0.9834134041064772,3.240855097767053
471,-1.783251656809988,-14.010149834096222,41190.516,0.9866757,41057.56383359287,0.9834909591712878,3.2344906985272246
472,-1.781091532723245,-13.993167834297317,41057.664,0.9834934,41060.795142091774,0.9835683617835775,3.2281262992837583
473,-1.7789314035716204,-13.976185834498413,41008.387,0.982313,41064.020086191435,0.983645611943346,3.221761900047568
474,-1.776771269361237,-13.959203834699508,40991.168,0.9819005,41067.23866589187,0.9837227096505937,3.2153975008077396
475,-1.774611130098218,-13.942221834900604,40921.79,0.9802386,41070.45088119305,0.9837996549053202,3.2090331015642732
476,-1.7724509857886865,-13.9252398351017,41052.62,0.98337257,41073.656732095,0.9838764477075258,3.202668702331721
477,-1.7702908364387653,-13.908257835302795,40979.395,0.9816185,41076.85621859771,0.9839530880572105,3.1963043030918925
478,-1.7681306820545788,-13.89127583550389,41129.26,0.98520845,41080.04934070118,0.9840295759543741,3.189939903848426
479,-1.7659705226422495,-13.874293835704986,41063.01,0.9836215,41083.23609840541,0.9841059113990167,3.183575504608598
480,-1.7638103582079012,-13.857311835906081,40881.254,0.97926766,41086.4164917104,0.9841820943911382,3.1772111053687695
481,-1.7616501887576574,-13.840329836107175,40814.055,0.977658,41089.59052061615,0.9842581249307388,3.170846706128941
482,-1.7594900142976422,-13.82334783630827,40732.723,0.97570974,41092.75818512266,0.9843340030178184,3.164482306892751
483,-1.7573298348339788,-13.806365836509366,40731.156,0.97567225,41095.91948522993,0.9844097286523771,3.1581179076529224
484,-1.7551696503727912,-13.789383836710462,40951.61,0.980953,41099.07442093796,0.9844853018344146,3.151753508409456
485,-1.7530094609202038,-13.772401836911557,40799.613,0.977312,41102.22299224675,0.9845607225639311,3.1453891091732658
486,-1.75084926648234,-13.755419837112653,40903.58,0.9798024,41105.36519915631,0.9846359908409268,3.1390247099334374
487,-1.7486890670653241,-13.738437837313748,40944.38,0.98077977,41108.50104166662,0.9847111066654013,3.132660310693609
488,-1.7465288626752806,-13.721455837514844,41163.254,0.98602265,41111.6305197777,0.984786070037355,3.1262959114537807
